,"Hong Kong (HKD)",,"Portugal (EUR)",,"Honduras (USD)",,"Paraguay (USD)",,"Croatia (HRK)",,"Hungary (HUF)",,"Qatar (QAR)",,"Indonesia (IDR)",,"Ireland (EUR)",,"Israel (ILS)",,"United Arab Emirates (AED)",,"Afghanistan (USD)",,"India (INR)",,"South Africa (ZAR)",,"Iraq (USD)",,"Iceland (USD)",,"Albania (USD)",,"Italy (EUR)",,"Armenia (USD)",,"Argentina (USD)",,"Austria (EUR)",,"Zambia (USD)",,"Australia (AUD)",,"Romania (RON)",,"Bosnia and Herzegovina (EUR)",,"Barbados (USD)",,"Serbia (EUR)",,"Belgium (EUR)",,"Russia (RUB)",,"Rwanda (USD)",,"Bulgaria (BGN)",,"Bahrain (USD)",,"Japan (JPY)",,"Bolivia (USD)",,"Saudi Arabia (SAR)",,"Brazil (BRL)",,"Sweden (SEK)",,"Singapore (SGD)",,"Slovenia (EUR)",,"Belarus (USD)",,"Slovakia (EUR)",,"Canada (CAD)",,"Congo, Democratic Republic of (USD)",,"El Salvador (USD)",,"Switzerland (CHF)",,"Cote D'Ivoire (USD)",,"South Korea (KRW)",,"Chile (CLP)",,"Cameroon (USD)",,"China (CNY)",,"Colombia (COP)",,"Costa Rica (USD)",,"Kazakhstan (KZT)",,"Thailand (THB)",,"Cyprus (EUR)",,"Czechia (CZK)",,"Tonga (USD)",,"Turkey (TRY)",,"Germany (EUR)",,"Taiwan (TWD)",,"Tanzania (TZS)",,"Denmark (DKK)",,"Lithuania (EUR)",,"Luxembourg (EUR)",,"Latvia (EUR)",,"Dominican Republic (USD)",,"Ukraine (USD)",,"Libya (USD)",,"Morocco (USD)",,"Moldova (USD)",,"Montenegro (EUR)",,"United States (USD)",,"Ecuador (USD)",,"Myanmar (USD)",,"Estonia (EUR)",,"Egypt (EGP)",,"Uruguay (USD)",,"Uzbekistan (USD)",,"Malta (EUR)",,"Maldives (USD)",,"Mexico (MXN)",,"Malaysia (MYR)",,"Spain (EUR)",,"Vietnam (VND)",,"Nigeria (NGN)",,"Nicaragua (USD)",,"Netherlands (EUR)",,"Vanuatu (USD)",,"Norway (NOK)",,"Finland (EUR)",,"Nauru (USD)",,"France (EUR)",,"New Zealand (NZD)",,"Gabon (USD)",,"United Kingdom (GBP)",,"Georgia (USD)",,"Greece (EUR)",,"Guatemala (USD)",,"Panama (USD)",,"Kosovo (EUR)",,"Peru (PEN)",,"Philippines (PHP)",,"Pakistan (PKR)",,"Poland (PLN)",
Franja 40,"318.00","222.60","43.99","25.03","39.99","28.00","39.99","28.00","344.99","193.19","14490","7987","147.99","103.59","649000","413000","43.99","25.45","139.90","97.93","147.99","98.66","39.99","28.00","3499.00","2026.69","749.99","456.52","39.99","28.00","47.99","27.09","47.99","27.99","43.99","24.77","47.99","27.99","39.99","28.00","43.99","25.66","39.99","28.00","62.99","40.08","199.99","117.64","43.99","26.32","47.99","28.59","43.99","25.66","43.99","25.45","3790.00","2210.83","39.99","28.00","84.99","49.58","39.99","26.66","4900","3430","39.99","28.00","174.99","106.52","224.90","157.43","479.00","268.24","58.98","38.59","43.99","25.24","47.99","27.99","43.99","25.66","54.99","38.49","39.99","28.00","39.99","28.00","39.00","25.35","39.99","28.00","49000","31182","35900","21118","39.99","28.00","258.00","177.01","184900.00","108764.71","39.99","28.00","15490.00","10843.00","1220.00","854.00","43.99","25.88","1050.00","607.44","39.99","28.00","369.99","203.02","43.99","26.55","1320","854","87900.00","61530.00","339.00","189.84","43.99","25.45","43.99","26.32","43.99","25.45","39.99","28.00","39.99","28.00","39.99","28.00","39.99","28.00","47.99","27.99","35.99","25.19","39.99","28.00","39.99","28.00","39.99","28.00","43.99","25.66","669.99","468.99","39.99","27.10","47.99","29.21","43.99","26.10","39.99","28.00","1029.00","620.95","167.90","110.88","43.99","25.45","899000","629300","14500.00","10150.00","39.99","28.00","43.99","25.45","39.99","28.00","439.00","245.84","43.99","24.83","39.99","28.00","43.99","25.29","69.99","42.60","39.99","28.00","38.99","22.61","39.99","28.00","43.99","24.83","39.99","28.00","39.99","28.00","43.99","26.10","129.90","90.93","1990.00","1393.00","6200.00","4340.00","189.99","108.12"
Franja 41,"323.00","226.10","44.99","25.60","40.99","28.70","40.99","28.70","349.99","195.99","14990","8262","149.99","104.99","669000","425727","44.99","26.03","145.90","102.13","149.99","99.99","40.99","28.70","3599.00","2084.61","779.99","474.78","40.99","28.70","48.99","27.66","48.99","28.58","44.99","25.33","48.99","28.58","40.99","28.70","44.99","26.24","40.99","28.70","64.99","41.36","204.99","120.58","44.99","26.92","48.99","29.19","44.99","26.24","44.99","26.03","3890.00","2269.17","40.99","28.70","87.99","51.33","40.99","27.33","5020","3514","40.99","28.70","177.99","108.34","229.90","160.93","499.00","279.44","59.98","39.24","44.99","25.81","48.99","28.58","44.99","26.24","56.99","39.89","40.99","28.70","40.99","28.70","40.00","26.00","40.99","28.70","50000","31818","36900","21706","40.99","28.70","263.00","180.44","189900.00","111705.88","40.99","28.70","15990.00","11193.00","1250.00","875.00","44.99","26.46","1070.00","619.01","40.99","28.70","379.99","208.51","44.99","27.15","1350","873","89900.00","62930.00","349.00","195.44","44.99","26.03","44.99","26.92","44.99","26.03","40.99","28.70","40.99","28.70","40.99","28.70","40.99","28.70","48.99","28.58","36.99","25.89","40.99","28.70","40.99","28.70","40.99","28.70","44.99","26.24","679.99","475.99","40.99","27.78","48.99","29.82","44.99","26.69","40.99","28.70","1049.00","633.02","169.90","112.20","44.99","26.03","909000","636300","14900.00","10430.00","40.99","28.70","44.99","26.03","40.99","28.70","449.00","251.44","44.99","25.40","40.99","28.70","44.99","25.87","70.99","43.21","40.99","28.70","39.99","23.19","40.99","28.70","44.99","25.40","40.99","28.70","40.99","28.70","44.99","26.69","132.90","93.03","2050.00","1435.00","6400.00","4480.00","194.99","110.97"
Franja 42,"328.00","229.60","46.99","26.74","41.99","29.40","41.99","29.40","359.99","201.59","15290","8428","154.99","108.49","679000","432091","46.99","27.18","149.90","104.93","154.99","103.33","41.99","29.40","3699.00","2142.54","799.99","486.95","41.99","29.40","49.99","28.22","49.99","29.16","46.99","26.46","49.99","29.16","41.99","29.40","46.99","27.41","41.99","29.40","65.99","41.99","209.99","123.52","46.99","28.11","49.99","29.78","46.99","27.41","46.99","27.18","3950.00","2304.17","41.99","29.40","89.99","52.49","41.99","27.99","5140","3598","41.99","29.40","179.99","109.56","234.90","164.43","509.00","285.04","60.98","39.89","46.99","26.96","49.99","29.16","46.99","27.41","57.99","40.59","41.99","29.40","41.99","29.40","41.00","26.65","41.99","29.40","52000","33091","37900","22294","41.99","29.40","268.00","183.87","194900.00","114647.06","41.99","29.40","16290.00","11403.00","1300.00","910.00","46.99","27.64","1090.00","630.58","41.99","29.40","389.99","214.00","46.99","28.36","1390","899","92900.00","65030.00","359.00","201.04","46.99","27.18","46.99","28.11","46.99","27.18","41.99","29.40","41.99","29.40","41.99","29.40","41.99","29.40","49.99","29.16","37.99","26.59","41.99","29.40","41.99","29.40","41.99","29.40","46.99","27.41","699.99","489.99","41.99","28.45","49.99","30.43","46.99","27.88","41.99","29.40","1079.00","651.12","174.90","115.50","46.99","27.18","929000","650300","15200.00","10640.00","41.99","29.40","46.99","27.18","41.99","29.40","459.00","257.04","46.99","26.53","41.99","29.40","46.99","27.02","72.99","44.43","41.99","29.40","40.99","23.77","41.99","29.40","46.99","26.53","41.99","29.40","41.99","29.40","46.99","27.88","134.90","94.43","2090.00","1463.00","6500.00","4550.00","199.99","113.82"
Franja 43,"338.00","236.60","47.99","27.31","42.99","30.10","42.99","30.10","369.99","207.19","15490","8538","157.99","110.59","699000","444818","47.99","27.76","151.90","106.33","157.99","105.33","42.99","30.10","3799.00","2200.46","819.99","499.12","42.99","30.10","51.99","29.35","51.99","30.33","47.99","27.02","51.99","30.33","42.99","30.10","47.99","27.99","42.99","30.10","67.99","43.27","214.99","126.46","47.99","28.71","51.99","30.97","47.99","27.99","47.99","27.76","3990.00","2327.50","42.99","30.10","92.99","54.24","42.99","28.66","5260","3682","42.99","30.10","184.99","112.60","239.90","167.93","519.00","290.64","61.98","40.55","47.99","27.54","51.99","30.33","47.99","27.99","59.99","41.99","42.99","30.10","42.99","30.10","42.00","27.30","42.99","30.10","53000","33727","38900","22882","42.99","30.10","273.00","187.30","197900.00","116411.77","42.99","30.10","16490.00","11543.00","1320.00","924.00","47.99","28.23","1120.00","647.93","42.99","30.10","399.99","219.49","47.99","28.96","1420","918","94900.00","66430.00","369.00","206.64","47.99","27.76","47.99","28.71","47.99","27.76","42.99","30.10","42.99","30.10","42.99","30.10","42.99","30.10","51.99","30.33","38.99","27.29","42.99","30.10","42.99","30.10","42.99","30.10","47.99","27.99","719.99","503.99","42.99","29.13","51.99","31.65","47.99","28.47","42.99","30.10","1099.00","663.19","177.90","117.48","47.99","27.76","949000","664300","15500.00","10850.00","42.99","30.10","47.99","27.76","42.99","30.10","469.00","262.64","47.99","27.09","42.99","30.10","47.99","27.59","74.99","45.65","42.99","30.10","41.99","24.35","42.99","30.10","47.99","27.09","42.99","30.10","42.99","30.10","47.99","28.47","139.90","97.93","2150.00","1505.00","6600.00","4620.00","204.99","116.66"
Franja 44,"348.00","243.60","48.99","27.88","43.99","30.80","43.99","30.80","379.99","212.79","15990","8813","159.99","111.99","719000","457545","48.99","28.34","155.90","109.13","159.99","106.66","43.99","30.80","3899.00","2258.38","829.99","505.21","43.99","30.80","52.99","29.91","52.99","30.91","48.99","27.58","52.99","30.91","43.99","30.80","48.99","28.58","43.99","30.80","68.99","43.90","219.99","129.41","48.99","29.31","52.99","31.57","48.99","28.58","48.99","28.34","4090.00","2385.83","43.99","30.80","94.99","55.41","43.99","29.33","5380","3766","43.99","30.80","189.99","115.65","244.90","171.43","529.00","296.24","62.98","41.20","48.99","28.11","52.99","30.91","48.99","28.58","61.99","43.39","43.99","30.80","43.99","30.80","43.00","27.95","43.99","30.80","54000","34364","39900","23471","43.99","30.80","278.00","190.73","199900.00","117588.24","43.99","30.80","16990.00","11893.00","1350.00","945.00","48.99","28.82","1150.00","665.29","43.99","30.80","409.99","224.97","48.99","29.56","1470","951","96900.00","67830.00","379.00","212.24","48.99","28.34","48.99","29.31","48.99","28.34","43.99","30.80","43.99","30.80","43.99","30.80","43.99","30.80","52.99","30.91","39.99","27.99","43.99","30.80","43.99","30.80","43.99","30.80","48.99","28.58","729.99","510.99","43.99","29.81","52.99","32.25","48.99","29.06","43.99","30.80","1129.00","681.29","179.90","118.80","48.99","28.34","979000","685300","15900.00","11130.00","43.99","30.80","48.99","28.34","43.99","30.80","479.00","268.24","48.99","27.66","43.99","30.80","48.99","28.17","75.99","46.25","43.99","30.80","42.99","24.93","43.99","30.80","48.99","27.66","43.99","30.80","43.99","30.80","48.99","29.06","142.90","100.03","2190.00","1533.00","6800.00","4760.00","209.99","119.51"
Franja 45,"358.00","250.60","49.99","28.45","44.99","31.50","44.99","31.50","389.99","218.39","16490","9089","164.99","115.49","729000","463909","49.99","28.92","159.90","111.93","164.99","109.99","44.99","31.50","3999.00","2316.30","849.99","517.39","44.99","31.50","53.99","30.48","53.99","31.49","49.99","28.15","53.99","31.49","44.99","31.50","49.99","29.16","44.99","31.50","69.99","44.54","224.99","132.35","49.99","29.91","53.99","32.16","49.99","29.16","49.99","28.92","4190.00","2444.17","44.99","31.50","97.99","57.16","44.99","29.99","5500","3850","44.99","31.50","194.99","118.69","249.90","174.93","539.00","301.84","63.98","41.86","49.99","28.68","53.99","31.49","49.99","29.16","62.99","44.09","44.99","31.50","44.99","31.50","44.00","28.60","44.99","31.50","55000","35000","40900","24059","44.99","31.50","283.00","194.16","204900.00","120529.41","44.99","31.50","17490.00","12243.00","1400.00","980.00","49.99","29.41","1170.00","676.86","44.99","31.50","419.99","230.46","49.99","30.17","1490","964","97900.00","68530.00","389.00","217.84","49.99","28.92","49.99","29.91","49.99","28.92","44.99","31.50","44.99","31.50","44.99","31.50","44.99","31.50","53.99","31.49","40.99","28.69","44.99","31.50","44.99","31.50","44.99","31.50","49.99","29.16","749.99","524.99","44.99","30.49","53.99","32.86","49.99","29.66","44.99","31.50","1149.00","693.36","184.90","122.10","49.99","28.92","999000","699300","16200.00","11340.00","44.99","31.50","49.99","28.92","44.99","31.50","489.00","273.84","49.99","28.22","44.99","31.50","49.99","28.74","77.99","47.47","44.99","31.50","43.99","25.51","44.99","31.50","49.99","28.22","44.99","31.50","44.99","31.50","49.99","29.66","144.90","101.43","2250.00","1575.00","6900.00","4830.00","214.99","122.35"
Franja 46,"363.00","254.10","50.99","29.02","45.99","32.20","45.99","32.20","394.99","221.19","16790","9254","167.99","117.59","749000","476636","50.99","29.50","163.90","114.73","167.99","111.99","45.99","32.20","4099.00","2374.22","879.99","535.65","45.99","32.20","54.99","31.04","54.99","32.08","50.99","28.71","54.99","32.08","45.99","32.20","50.99","29.74","45.99","32.20","71.99","45.81","229.99","135.29","50.99","30.51","54.99","32.76","50.99","29.74","50.99","29.50","4290.00","2502.50","45.99","32.20","99.99","58.33","45.99","30.66","5620","3934","45.99","32.20","199.99","121.73","259.90","181.93","549.00","307.44","64.98","42.51","50.99","29.26","54.99","32.08","50.99","29.74","63.99","44.79","45.99","32.20","45.99","32.20","45.00","29.25","45.99","32.20","57000","36273","41900","24647","45.99","32.20","288.00","197.59","209900.00","123470.59","45.99","32.20","17990.00","12593.00","1420.00","994.00","50.99","29.99","1190.00","688.43","45.99","32.20","429.99","235.95","50.99","30.77","1530","989","99900.00","69930.00","399.00","223.44","50.99","29.50","50.99","30.51","50.99","29.50","45.99","32.20","45.99","32.20","45.99","32.20","45.99","32.20","54.99","32.08","41.99","29.39","45.99","32.20","45.99","32.20","45.99","32.20","50.99","29.74","769.99","538.99","45.99","31.16","54.99","33.47","50.99","30.25","45.99","32.20","1179.00","711.47","187.90","124.08","50.99","29.50","1009000","706300","16500.00","11550.00","45.99","32.20","50.99","29.50","45.99","32.20","499.00","279.44","50.99","28.78","45.99","32.20","50.99","29.32","79.99","48.69","45.99","32.20","44.99","26.09","45.99","32.20","50.99","28.78","45.99","32.20","45.99","32.20","50.99","30.25","149.90","104.93","2290.00","1603.00","7100.00","4970.00","219.99","125.20"
Franja 47,"368.00","257.60","51.99","29.59","46.99","32.90","46.99","32.90","399.99","223.99","16990","9365","169.99","118.99","759000","483000","51.99","30.08","165.90","116.13","169.99","113.33","46.99","32.90","4199.00","2432.15","899.99","547.82","46.99","32.90","55.99","31.61","55.99","32.66","51.99","29.27","55.99","32.66","46.99","32.90","51.99","30.33","46.99","32.90","72.99","46.45","234.99","138.23","51.99","31.11","55.99","33.36","51.99","30.33","51.99","30.08","4390.00","2560.83","46.99","32.90","102.99","60.08","46.99","31.33","5740","4018","46.99","32.90","204.99","124.78","264.90","185.43","569.00","318.64","65.98","43.16","51.99","29.83","55.99","32.66","51.99","30.33","64.99","45.49","46.99","32.90","46.99","32.90","46.00","29.90","46.99","32.90","58000","36909","42900","25235","46.99","32.90","298.00","204.45","214900.00","126411.77","46.99","32.90","18290.00","12803.00","1450.00","1015.00","51.99","30.58","1220.00","705.79","46.99","32.90","439.99","241.44","51.99","31.37","1560","1009","102900.00","72030.00","409.00","229.04","51.99","30.08","51.99","31.11","51.99","30.08","46.99","32.90","46.99","32.90","46.99","32.90","46.99","32.90","55.99","32.66","42.99","30.09","46.99","32.90","46.99","32.90","46.99","32.90","51.99","30.33","779.99","545.99","46.99","31.84","55.99","34.08","51.99","30.84","46.99","32.90","1199.00","723.53","189.90","125.41","51.99","30.08","1029000","720300","16900.00","11830.00","46.99","32.90","51.99","30.08","46.99","32.90","509.00","285.04","51.99","29.35","46.99","32.90","51.99","29.89","82.99","50.52","46.99","32.90","45.99","26.67","46.99","32.90","51.99","29.35","46.99","32.90","46.99","32.90","51.99","30.84","152.90","107.03","2350.00","1645.00","7200.00","5040.00","224.99","128.04"
Franja 48,"378.00","264.60","52.99","30.16","47.99","33.60","47.99","33.60","409.99","229.59","17490","9640","174.99","122.49","769000","489364","52.99","30.66","169.90","118.93","174.99","116.66","47.99","33.60","4299.00","2490.07","929.99","566.08","47.99","33.60","57.99","32.74","57.99","33.83","52.99","29.83","57.99","33.83","47.99","33.60","52.99","30.91","47.99","33.60","74.99","47.72","239.99","141.17","52.99","31.70","57.99","34.55","52.99","30.91","52.99","30.66","4490.00","2619.17","47.99","33.60","104.99","61.24","47.99","31.99","5860","4102","47.99","33.60","209.99","127.82","269.90","188.93","579.00","324.24","66.98","43.82","52.99","30.40","57.99","33.83","52.99","30.91","66.99","46.89","47.99","33.60","47.99","33.60","47.00","30.55","47.99","33.60","59000","37545","43900","25824","47.99","33.60","308.00","211.31","219900.00","129352.94","47.99","33.60","18490.00","12943.00","1470.00","1029.00","52.99","31.17","1250.00","723.14","47.99","33.60","449.99","246.92","52.99","31.98","1590","1028","104900.00","73430.00","419.00","234.64","52.99","30.66","52.99","31.70","52.99","30.66","47.99","33.60","47.99","33.60","47.99","33.60","47.99","33.60","57.99","33.83","43.99","30.79","47.99","33.60","47.99","33.60","47.99","33.60","52.99","30.91","799.99","559.99","47.99","32.52","57.99","35.30","52.99","31.43","47.99","33.60","1229.00","741.64","194.90","128.71","52.99","30.66","1049000","734300","17500.00","12250.00","47.99","33.60","52.99","30.66","47.99","33.60","519.00","290.64","52.99","29.91","47.99","33.60","52.99","30.47","84.99","51.73","47.99","33.60","46.99","27.25","47.99","33.60","52.99","29.91","47.99","33.60","47.99","33.60","52.99","31.43","154.90","108.43","2390.00","1673.00","7400.00","5180.00","229.99","130.89"
Franja 49,"388.00","271.60","53.99","30.73","48.99","34.30","48.99","34.30","419.99","235.19","17790","9806","179.99","125.99","779000","495727","53.99","31.23","173.90","121.73","179.99","119.99","48.99","34.30","4399.00","2547.99","949.99","578.25","48.99","34.30","58.99","33.30","58.99","34.41","53.99","30.40","58.99","34.41","48.99","34.30","53.99","31.49","48.99","34.30","77.99","49.63","244.99","144.11","53.99","32.30","58.99","35.14","53.99","31.49","53.99","31.23","4590.00","2677.50","48.99","34.30","107.99","62.99","48.99","32.66","5980","4186","48.99","34.30","214.99","130.86","274.90","192.43","589.00","329.84","67.98","44.47","53.99","30.98","58.99","34.41","53.99","31.49","67.99","47.59","48.99","34.30","48.99","34.30","47.50","30.87","48.99","34.30","60000","38182","44900","26412","48.99","34.30","318.00","218.17","224900.00","132294.12","48.99","34.30","18990.00","13293.00","1500.00","1050.00","53.99","31.76","1270.00","734.71","48.99","34.30","459.99","252.41","53.99","32.58","1630","1054","107900.00","75530.00","429.00","240.24","53.99","31.23","53.99","32.30","53.99","31.23","48.99","34.30","48.99","34.30","48.99","34.30","48.99","34.30","58.99","34.41","44.99","31.49","48.99","34.30","48.99","34.30","48.99","34.30","53.99","31.49","819.99","573.99","48.99","33.20","58.99","35.91","53.99","32.03","48.99","34.30","1249.00","753.71","197.90","130.69","53.99","31.23","1079000","755300","17700.00","12390.00","48.99","34.30","53.99","31.23","48.99","34.30","529.00","296.24","53.99","30.48","48.99","34.30","53.99","31.04","87.99","53.56","48.99","34.30","47.99","27.83","48.99","34.30","53.99","30.48","48.99","34.30","48.99","34.30","53.99","32.03","159.90","111.93","2450.00","1715.00","7500.00","5250.00","234.99","133.73"
Franja 50,"398.00","278.60","54.99","31.30","49.99","35.00","49.99","35.00","429.99","240.79","17990","9916","184.99","129.49","799000","508455","54.99","31.81","179.90","125.93","184.99","123.33","49.99","35.00","4499.00","2605.91","999.99","608.69","49.99","35.00","59.99","33.87","59.99","34.99","54.99","30.96","59.99","34.99","49.99","35.00","54.99","32.08","49.99","35.00","79.99","50.90","249.99","147.05","54.99","32.90","59.99","35.74","54.99","32.08","54.99","31.81","4690.00","2735.83","49.99","35.00","109.99","64.16","49.99","33.33","6100","4270","49.99","35.00","219.99","133.91","279.90","195.93","595.00","333.20","68.98","45.13","54.99","31.55","59.99","34.99","54.99","32.08","69.99","48.99","49.99","35.00","49.99","35.00","48.00","31.20","49.99","35.00","65000","41364","45900","27000","49.99","35.00","328.00","225.03","229900.00","135235.30","49.99","35.00","19990.00","13993.00","1600.00","1120.00","54.99","32.35","1290.00","746.28","49.99","35.00","469.99","257.90","54.99","33.18","1690","1093","109900.00","76930.00","449.00","251.44","54.99","31.81","54.99","32.90","54.99","31.81","49.99","35.00","49.99","35.00","49.99","35.00","49.99","35.00","59.99","34.99","45.99","32.19","49.99","35.00","49.99","35.00","49.99","35.00","54.99","32.08","829.99","580.99","49.99","33.88","59.99","36.52","54.99","32.62","49.99","35.00","1299.00","783.88","199.90","132.01","54.99","31.81","1099000","769300","17900.00","12530.00","49.99","35.00","54.99","31.81","49.99","35.00","549.00","307.44","54.99","31.04","49.99","35.00","54.99","31.62","89.99","54.78","49.99","35.00","48.99","28.41","49.99","35.00","54.99","31.04","49.99","35.00","49.99","35.00","54.99","32.62","169.90","118.93","2490.00","1743.00","7900.00","5530.00","239.99","136.58"
Franja 51,"418.00","292.60","59.99","34.14","54.99","38.50","54.99","38.50","479.99","268.79","19990","11018","199.99","139.99","899000","572091","59.99","34.70","199.90","139.93","199.99","133.33","54.99","38.50","4999.00","2895.52","1049.99","639.12","54.99","38.50","64.99","36.69","64.99","37.91","59.99","33.78","64.99","37.91","54.99","38.50","59.99","34.99","54.99","38.50","84.99","54.08","279.99","164.70","59.99","35.89","64.99","38.72","59.99","34.99","59.99","34.70","4990.00","2910.83","54.99","38.50","119.99","69.99","54.99","36.66","7000","4900","54.99","38.50","229.99","139.99","299.90","209.93","649.00","363.44","78.98","51.67","59.99","34.42","64.99","37.91","59.99","34.99","74.99","52.49","54.99","38.50","54.99","38.50","55.00","35.75","54.99","38.50","69000","43909","49900","29353","54.99","38.50","348.00","238.75","249900.00","147000.00","54.99","38.50","20990.00","14693.00","1700.00","1190.00","59.99","35.29","1490.00","861.98","54.99","38.50","499.99","274.36","59.99","36.20","1790","1158","119900.00","83930.00","479.00","268.24","59.99","34.70","59.99","35.89","59.99","34.70","54.99","38.50","54.99","38.50","54.99","38.50","54.99","38.50","64.99","37.91","49.99","34.99","54.99","38.50","54.99","38.50","54.99","38.50","59.99","34.99","899.99","629.99","54.99","37.26","64.99","39.56","59.99","35.59","54.99","38.50","1399.00","844.22","229.90","151.82","59.99","34.70","1199000","839300","19900.00","13930.00","54.99","38.50","59.99","34.70","54.99","38.50","599.00","335.44","59.99","33.87","54.99","38.50","59.99","34.49","94.99","57.82","54.99","38.50","49.99","28.99","54.99","38.50","59.99","33.87","54.99","38.50","54.99","38.50","59.99","35.59","179.90","125.93","2790.00","1953.00","8500.00","5950.00","259.99","147.96"
Franja 52,"448.00","313.60","64.99","36.99","59.99","42.00","59.99","42.00","499.99","279.99","21990","12120","219.99","153.99","999000","635727","64.99","37.60","209.90","146.93","219.99","146.66","59.99","42.00","5200.00","3011.95","1099.99","669.56","59.99","42.00","69.99","39.51","69.99","40.83","64.99","36.59","69.99","40.83","59.99","42.00","64.99","37.91","59.99","42.00","89.99","57.27","299.99","176.46","64.99","38.88","69.99","41.70","64.99","37.91","64.99","37.60","5490.00","3202.50","59.99","42.00","129.99","75.83","59.99","39.99","7500","5250","59.99","42.00","249.99","152.17","329.90","230.93","695.00","389.20","88.98","58.21","64.99","37.29","69.99","40.83","64.99","37.91","84.99","59.49","59.99","42.00","59.99","42.00","60.00","39.00","59.99","42.00","75000","47727","54900","32294","59.99","42.00","388.00","266.20","279900.00","164647.06","59.99","42.00","22990.00","16093.00","1800.00","1260.00","64.99","38.23","1590.00","919.83","59.99","42.00","549.99","301.80","64.99","39.22","1990","1287","129900.00","90930.00","499.00","279.44","64.99","37.60","64.99","38.88","64.99","37.60","59.99","42.00","59.99","42.00","59.99","42.00","59.99","42.00","69.99","40.83","54.99","38.49","59.99","42.00","59.99","42.00","59.99","42.00","64.99","37.91","999.99","699.99","59.99","40.65","69.99","42.60","64.99","38.55","59.99","42.00","1499.00","904.57","249.90","165.03","64.99","37.60","1299000","909300","21900.00","15330.00","59.99","42.00","64.99","37.60","59.99","42.00","649.00","363.44","64.99","36.69","59.99","42.00","64.99","37.37","99.99","60.86","59.99","42.00","54.99","31.89","59.99","42.00","64.99","36.69","59.99","42.00","59.99","42.00","64.99","38.55","199.90","139.93","2990.00","2093.00","9500.00","6650.00","279.99","159.34"
Franja 53,"488.00","341.60","69.99","39.83","64.99","45.50","64.99","45.50","549.99","307.99","22990","12672","229.99","160.99","1099000","699364","69.99","40.49","229.90","160.93","229.99","153.33","64.99","45.50","5500.00","3185.71","1199.99","730.43","64.99","45.50","79.99","45.16","79.99","46.66","69.99","39.41","79.99","46.66","64.99","45.50","69.99","40.83","64.99","45.50","99.99","63.63","329.99","194.11","69.99","41.87","79.99","47.65","69.99","40.83","69.99","40.49","5990.00","3494.17","64.99","45.50","139.99","81.66","64.99","43.33","8000","5600","64.99","45.50","279.99","170.43","349.90","244.93","795.00","445.20","94.98","62.14","69.99","40.16","79.99","46.66","69.99","40.83","89.99","62.99","64.99","45.50","64.99","45.50","65.00","42.25","64.99","45.50","79000","50273","59900","35235","64.99","45.50","418.00","286.78","299900.00","176411.77","64.99","45.50","24990.00","17493.00","1900.00","1330.00","69.99","41.17","1690.00","977.69","64.99","45.50","599.99","329.23","69.99","42.24","2190","1416","139900.00","97930.00","549.00","307.44","69.99","40.49","69.99","41.87","69.99","40.49","64.99","45.50","64.99","45.50","64.99","45.50","64.99","45.50","79.99","46.66","59.99","41.99","64.99","45.50","64.99","45.50","64.99","45.50","69.99","40.83","1099.99","769.99","64.99","44.04","79.99","48.69","69.99","41.52","64.99","45.50","1699.00","1025.26","279.90","184.84","69.99","40.49","1399000","979300","22900.00","16030.00","64.99","45.50","69.99","40.49","64.99","45.50","699.00","391.44","69.99","39.51","64.99","45.50","69.99","40.24","109.99","66.95","64.99","45.50","59.99","34.78","64.99","45.50","69.99","39.51","64.99","45.50","64.99","45.50","69.99","41.52","209.90","146.93","3290.00","2303.00","9900.00","6930.00","299.99","170.73"
Franja 54,"548.00","383.60","74.99","42.68","69.99","49.00","69.99","49.00","599.99","335.99","24990","13774","249.99","174.99","1199000","763000","74.99","43.38","249.90","174.93","249.99","166.66","69.99","49.00","5900.00","3417.40","1299.99","791.30","69.99","49.00","84.99","47.98","84.99","49.58","74.99","42.22","84.99","49.58","69.99","49.00","74.99","43.74","69.99","49.00","109.99","69.99","349.99","205.88","74.99","44.87","84.99","50.63","74.99","43.74","74.99","43.38","6490.00","3785.83","69.99","49.00","149.99","87.49","69.99","46.66","8500","5950","69.99","49.00","299.99","182.60","399.90","279.93","849.00","475.44","98.98","64.75","74.99","43.03","84.99","49.58","74.99","43.74","99.99","69.99","69.99","49.00","69.99","49.00","70.00","45.50","69.99","49.00","89000","56636","64900","38176","69.99","49.00","448.00","307.36","329900.00","194058.83","69.99","49.00","27990.00","19593.00","2100.00","1470.00","74.99","44.11","1790.00","1035.54","69.99","49.00","649.99","356.67","74.99","45.25","2290","1481","149900.00","104930.00","599.00","335.44","74.99","43.38","74.99","44.87","74.99","43.38","69.99","49.00","69.99","49.00","69.99","49.00","69.99","49.00","84.99","49.58","64.99","45.49","69.99","49.00","69.99","49.00","69.99","49.00","74.99","43.74","1199.99","839.99","69.99","47.43","84.99","51.73","74.99","44.49","69.99","49.00","1799.00","1085.60","299.90","198.05","74.99","43.38","1499000","1049300","24900.00","17430.00","69.99","49.00","74.99","43.38","69.99","49.00","749.00","419.44","74.99","42.33","69.99","49.00","74.99","43.12","119.99","73.04","69.99","49.00","64.99","37.68","69.99","49.00","74.99","42.33","69.99","49.00","69.99","49.00","74.99","44.49","229.90","160.93","3490.00","2443.00","10900.00","7630.00","329.99","187.80"
